,id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual
1513,184494,300046.XSHE,2022-12-31,2023-04-14,2022-12-31,0.0834,20266470.63,42224987.82,-5034214.94,1.8969,1.9483,1.6644,5.3271,25.8315,88.0108,5.4934,5.3271,3.0252,13.2225,-3.2213,215.4244,-25.6837,102.7099,58.2565,4.0186,33.5187,7.0461,,7.0461,,-60.9418,,-56.1292,,-55.2444,
1514,184539,600961.XSHG,2022-12-31,2023-04-14,2022-12-31,-0.03,85621383.22,187458254.08,-68913388.29,6.9215,10.543,1.4094,0.6635,4.1843,98.8043,0.9036,0.6635,0.1347,1.8212,0.8018,124.4882,-45.7643,152.322,82.2935,4.0563,339.2264,-4.8248,,-4.8248,,-56.199,,-56.8358,,-65.7084,
1515,184582,000829.XSHE,2022-12-31,2023-04-14,2022-12-31,0.11,109424985.35,329861373.75,-1074405.5,4.2262,4.209,0.6163,0.1603,3.5526,99.5684,0.2775,0.1603,1.8128,0.5587,0.6883,166.7186,-0.5429999999999999,99.5928,113.6658,-4.9861,-1155.2605,7.6443,,7.6443,,-30.7721,,-37.86,,-46.8764,
1516,184622,688184.XSHG,2022-12-31,2023-04-14,2022-12-31,1.34,108587853.85,133889249.77,1868814.47,6.4734,4.8206,4.7661,8.8042,13.3281,91.9161,9.7626,8.8042,0.223,5.2043,-0.413,83.12,1.1602,74.467,49.6904,1.2784,15.8137,91.2063,,91.2063,,72.8595,,74.5191,,74.5191,
1517,184624,000090.XSHE,2022-12-31,2023-04-14,2022-12-31,0.9713,1911890518.46,3443610154.8,59431634.92,14.7605,14.4732,3.0546,7.4466,20.352,86.9876,10.6035,7.4466,0.6842,3.9116,1.4280000000000002,122.383,2.1121,98.0537,85.7266,-5.4965,-42.2405,13.7291,,13.7291,,-0.0582,,0.9743,,0.8526,
1518,184666,000982.XSHE,2022-12-31,2023-04-14,2022-12-31,0.0024,-3769924.4,-12087698.78,30377655.71,0.8635,-0.3168,0.4165,0.9987,12.6051,101.9238,2.4208,0.9987,1.1761,13.1366,-0.1097,-100.1468,251.6795,-36.6825,73.9275,-23.7134,,44.9421,,44.9421,,-66.8375,,-84.7945,,-74.8567,
1519,184842,688089.XSHG,2022-12-31,2023-04-14,2022-12-31,0.54,30738811.95,96799244.67,-3421474.7,4.5981,2.1956,4.0261,14.2092,42.1432,77.6664,11.7869,14.2092,5.7241,16.5672,-3.533,123.8793,-4.3786,47.7512,102.0436,40.6998,182.2357,23.4443,,23.4443,,-56.3942,,-53.0929,,-49.9351,
1520,184854,301118.XSHE,2022-12-31,2023-04-14,2022-12-31,1.889,173960129.33,198227744.08,25708986.92,14.2436,12.2966,11.1718,18.684,27.363000000000003,81.6462,20.67,18.684,0.3843,7.8541,0.0799,88.3871,11.4633,86.3308,76.6414,18.6867,101.8141,15.7472,,15.7472,,-16.4139,,-15.5174,,-16.6001,
1521,184858,603000.XSHG,2022-12-31,2023-04-14,2022-12-31,0.28,156222744.25,227969741.66,154539287.14,8.9507,4.5078,6.1836,16.8386,51.5697,88.4734,17.5029,16.8386,20.7324,17.8626,0.1912,65.3359,44.2908,50.3618,101.5335,18.939,164.3068,-9.4021,,-9.4021,,64.1571,,76.4873,,87.0309,
1522,184873,600639.XSHG,2022-12-31,2023-04-14,2022-12-31,1.4109,1522481371.96,1963159208.52,121051467.13,12.5925,12.1067,4.5779,30.7169,68.5948,61.1524,41.2945,30.7169,0.4724,2.249,5.4598,94.04,5.7987,96.1421,79.8947,-50.095,-128.9527,9.4505,,9.4505,,-2.1748,,-1.4548,,-2.4292,
1523,184891,688148.XSHG,2022-12-31,2023-04-14,2022-12-31,0.01,15901345.3,40612847.86,-4433683.05,0.33799999999999997,1.1227,0.1304,0.1572,11.0384,98.6163,0.7258,0.1572,0.2749,8.1454,1.0775,773.3111,-84.42200000000001,332.2055,98.7811,-10.2089,-737.8222,41.8264,,41.8264,,-70.6883,,-93.0763,,-92.82600000000001,
1524,184934,300830.XSHE,2022-12-31,2023-04-14,2022-12-31,0.13,45060969.21,77604180.32,9555076.45,4.7756,3.7642,4.1998,8.9818,41.1879,87.6392,9.5481,8.9818,4.8205,23.2311,-0.0859,129.5471,15.9506,78.8216,80.1077,-7.1987,-58.2385,4.7341,,4.7341,,-17.1908,,-14.7824,,-13.0944,
1525,184936,603995.XSHG,2022-12-31,2023-04-14,2022-12-31,1.45,456600500.0,706063121.91,-13684623.62,12.5466,11.7726,5.9029,1.5236,4.5693,98.215,1.8394,1.5236,0.094,2.1576,0.4032,97.1731,-1.8834,93.8309,109.5861,1.5954,89.3761,26.1085,,26.1085,,-16.548,,-15.1064,,-17.6744,
1526,184939,600256.XSHG,2022-12-31,2023-04-14,2022-12-31,1.7268,11072820416.2,13871400212.86,263288279.2,45.5316,44.4681,18.397000000000002,18.779,28.6336,76.6509,23.1226,18.779,0.5329,1.7498,1.6909,101.0243,1.9175,97.6641,103.727,17.0789,73.1458,138.9256,,138.9256,,125.2717,,130.2402,,126.6121,
1527,185053,003009.XSHE,2022-12-31,2023-04-14,2022-12-31,0.93,139311930.56,163754184.95,,10.0158,9.6704,5.9574,11.6763,28.713,86.7485,11.8639,11.6763,2.7394,12.1644,-0.0843,110.6471,,96.5511,71.824,8.6802,65.5031,21.7396,,21.7396,,15.1239,,17.928,,17.928,
1528,185117,600409.XSHG,2022-12-31,2023-04-14,2022-12-31,0.4789,956014401.11,1739025337.07,9420551.41,7.5812,7.3306,4.9416,5.5923,19.3134,92.6561,7.2223,5.5923,0.8903,8.2782,1.48,102.9501,0.5577,96.6953,71.119,10.1612,138.3624,2.1463,,2.1463,,-26.1648,,-28.396,,-40.8328,
1529,185119,300105.XSHE,2022-12-31,2023-04-14,2022-12-31,0.1725,23215339.12,16562919.91,4249527.32,4.7648,1.2495,3.609,12.082,18.2784,97.7395,12.0427,12.082,5.8526,13.2907,-4.0625,18.6934,4.7961,26.2237,103.5995,-8.1683,-361.3573,35.2453,,35.2453,,1666.9854,,1388.5256,,1388.5256,
1530,185157,000059.XSHE,2022-12-31,2023-04-14,2022-12-31,0.33,482634236.56,1017688247.97,4475260.25,3.6839,3.3624,1.8557,1.2245,16.5343,97.9257,1.6192,1.2245,0.6934,2.572,0.4963,123.7352,0.5441,91.2738,112.1423,3.5755,172.3736,26.9457,,26.9457,,-30.3559,,-39.0527,,-43.8927,
1531,185225,002990.XSHE,2022-12-31,2023-04-14,2022-12-31,0.37,68677296.01,142693317.22,20723342.58,4.6828,3.3346,3.1838,9.7502,40.6483,85.5743,8.9392,9.7502,7.3226,19.148,-0.6792,186.9483,27.1505,71.2083,71.7946,-16.9663,-117.61200000000001,-12.2156,,-12.2156,,-52.3353,,-46.191,,-46.191,
1532,185300,603050.XSHG,2022-12-31,2023-04-14,2022-12-31,0.71,90808120.56,169381332.46,344784.51,8.6734,6.8831,2.8254,4.5666,23.1096,93.5415,4.8517,4.5666,6.3426,8.4421,1.1615,128.2492,0.2611,79.3579,85.6784,-11.9943,-185.713,28.6087,,28.6087,,34.3805,,27.6499,,29.1333,
1533,185308,688332.XSHG,2022-12-31,2023-04-14,2022-12-31,1.37,112145575.14,97380632.53,20715591.61,6.3781,5.0766,6.0385,13.0472,20.9234,90.9824,13.0472,13.0472,0.4085,12.7356,-1.5922,69.1148,14.7027,79.594,107.6146,20.7232,229.8097,-3.884,,-3.884,,-38.5764,,-38.5702,,-38.5702,
1534,185329,603686.XSHG,2022-12-31,2023-04-14,2022-12-31,0.63,233376655.39,495796828.18,-109922.5,8.4141,7.5306,6.2179,6.996,22.3519,90.2395,8.742,6.996,4.3791,7.7221,-0.0087,112.5149,-0.0249,89.5002,92.54799999999999,1.7495,17.9242,-10.9143,,-10.9143,,-13.5314,,-18.8346,,-23.3667,
1535,185332,600848.XSHG,2022-12-31,2023-04-14,2022-12-31,0.4,1154730766.05,1596440290.7,-103966514.91,6.2301,7.1308,2.3302,22.4452,54.7405,73.39,30.1182,22.4452,2.4387,7.5779,7.9865,87.8774,-5.7229,114.4578,141.7811,10.5015,39.4646,-4.6289,,-4.6289,,-24.826,,-26.2347,,-33.0253,
1536,185338,688070.XSHG,2022-12-31,2023-04-14,2022-12-31,-0.3,-34099018.45,-33511942.79,3764326.68,-3.8377,-4.9952,-2.9022,-9.1688,38.5828,111.6641,-10.0694,-9.1688,27.3938,22.0124,-0.0877,,,,106.0819,-28.2826,,14.7665,,14.7665,,8.0627,,-17.6354,,-14.2369,
1537,185345,000969.XSHE,2022-12-31,2023-04-14,2022-12-31,0.2057,187367821.2,263245919.91,3012561.96,4.3372,3.8498,2.7674,3.9476,16.3531,96.4455,4.2165,3.9476,1.6373,10.6435,-0.2418,87.147,0.9973,88.7606,89.9568,7.973,224.3067,17.0527,,17.0527,,11.7489,,11.5102,,21.971999999999998,
1538,185356,688296.XSHG,2022-12-31,2023-04-14,2022-12-31,0.48,44016658.49,36649821.42,8842673.09,7.0933,6.0005,5.2666,10.8443,38.7427,92.2118,11.0597,10.8443,11.3445,20.4732,-1.7968,70.893,17.1047,84.59299999999999,88.8716,-6.8801,-88.3409,-7.2347,,-7.2347,,-52.7964,,-49.656000000000006,,-48.0799,
1539,185408,603036.XSHG,2022-12-31,2023-04-14,2022-12-31,0.39,66172591.37,85005898.48,14438095.02,6.8661,5.5993,5.932,25.9637,44.0552,72.3048,31.1225,25.9637,4.3768,13.7882,-3.3293,88.9463,15.1074,81.5498,98.8692,16.1558,58.3343,13.7787,,13.7787,,52.6357,,48.3976,,46.1125,
1540,185430,603889.XSHG,2022-12-31,2023-04-14,2022-12-31,0.76,343527675.29,440952879.49,408083.22,13.7352,12.107000000000001,9.4791,10.342,18.809,88.8363,11.8623,10.342,1.8288,5.7012,-0.3061,94.3398,0.0873,88.1461,94.8096,9.4432,84.5884,14.6389,,14.6389,,32.7664,,30.4659,,30.6599,
1541,185437,301217.XSHE,2022-12-31,2023-04-14,2022-12-31,0.33,210566275.42,255920436.41,19402848.3,6.8666,5.4539,5.5032,6.8418,9.9781,93.3953,7.8517,6.8418,0.1549,2.7364,-0.0316,81.1584,6.1531,79.4266,112.3117,11.5325,174.6101,-5.0665,,-5.0665,,-30.7302,,-27.8624,,-27.8624,
1542,185483,002949.XSHE,2022-12-31,2023-04-14,2022-12-31,0.5722,87202353.33,227487191.86,18877644.09,7.7058,5.9903,4.6159,7.9177,29.2058,87.5383,9.3969,7.9177,2.4516,13.3329,0.2743,141.9242,11.7773,77.737,101.9582,14.5384,116.6652,-36.5372,,-36.5372,,15.9666,,10.710999999999999,,6.4756,
1543,185487,301077.XSHE,2022-12-31,2023-04-14,2022-12-31,0.82,92144056.43,104179762.6,673759.43,7.9804,7.4924,6.1641,13.3832,24.9849,85.7939,14.8652,13.3832,2.6998,10.5843,-2.9635,95.3207,0.6165,93.8856,98.8551,11.058,77.8399,-7.398,,-7.398,,-28.9736,,-27.294,,-27.2939,
1544,185510,002422.XSHE,2022-12-31,2023-04-14,2022-12-31,1.22,1645686218.0,1818632181.0,244288181.0,11.5421,11.1165,5.2011,9.0281,52.6285,90.384,11.6264,9.0281,24.7768,14.3802,2.5283,87.7945,11.793,96.31200000000001,113.2893,16.5363,171.9675,9.4646,,9.4646,,66.6001,,96.6858,,54.9767,
1545,185512,688291.XSHG,2022-12-31,2023-04-14,2022-12-31,0.48,37219050.39,34397420.22,228847.58,6.7061,6.3869,6.2078,19.6286,60.4642,82.6204,20.2306,19.6286,9.5936,34.1808,-1.6055,85.9061,0.5715,95.2398,90.196,9.1578,52.693000000000005,-2.4143,,-2.4143,,-33.3129,,-26.179000000000002,,-25.9547,
1546,185530,300454.XSHE,2022-12-31,2023-04-14,2022-12-31,0.47,100431556.28,-194309436.51,43187788.67,2.5846,1.3369,1.6787,2.6194,63.8212,102.6212,2.7515,2.6194,32.5244,35.582,-2.6244,-88.8552,19.7492,51.7237,109.6611,10.0577,,8.9343,,8.9343,,-18.1357,,-28.8386,,-28.8386,
1547,185545,688628.XSHG,2022-12-31,2023-04-14,2022-12-31,1.06,107497469.07,123691571.73,6446838.52,11.6916,10.7047,9.354,12.8977,36.2584,86.1242,14.2635,12.8977,7.3704,15.0105,-0.9859,97.7157,5.093,91.5593,95.1981,10.4915,75.61,5.851,,5.851,,12.189,,6.4189,,7.9899,
1548,185579,603097.XSHG,2022-12-31,2023-04-14,2022-12-31,0.64,71186471.77,84930597.64,1920888.66,13.6524,10.6498,8.2929,8.9075,21.2421,91.71,8.2453,8.9075,5.4461,6.9524,0.2904,93.1282,2.1063,78.0067,72.0147,-7.6973,-92.8504,17.6166,,17.6166,,16.6833,,16.3746,,16.3746,
1549,185629,002126.XSHE,2022-12-31,2023-04-14,2022-12-31,0.48,305166271.15,473805310.82,24953010.37,8.4424,6.7218,3.5192,5.2941,19.8359,94.4124,5.7368,5.2941,3.2885,10.1193,0.3507,98.0166,5.1621,79.6191,81.1744,6.5686,117.55799999999999,8.485,,8.485,,67.1339,,69.7423,,73.9234,
1550,185648,688579.XSHG,2022-12-31,2023-04-14,2022-12-31,0.1548,45923636.33,48549902.49,148145.2,4.8182,3.5739,3.633,13.6398,57.3979,89.304,13.575999999999999,13.6398,8.31,37.8393,-1.4194,79.2339,0.2418,74.1751,111.3013,8.7958,82.2347,-28.7997,,-28.7997,,-39.7611,,-39.9491,,-39.9491,
1551,185649,300226.XSHE,2022-12-31,2023-04-14,2022-12-31,0.76,169896752.12,406109481.94,23587895.81,12.3003,10.288,2.4597,0.4504,1.6218,99.4696,0.5683,0.4504,0.5679,0.3516,0.0494,93.3833,5.4239,83.6403,311.5844,1.5078,284.2786,16.4076,,16.4076,,-4.3025,,-2.1753,,14.1284,
1552,185651,000036.XSHE,2022-12-31,2023-04-14,2022-12-31,0.29,398420158.78,757521830.58,24213675.12,8.4812,7.7547,6.3675,25.5655,51.8517,67.6818,33.5463,25.5655,4.2412,3.2235,1.2498,96.0874,3.0714,91.4338,104.9377,96.2077,297.6886,24.5503,,24.5503,,11.7628,,13.5943,,7.2436,
1553,185652,002219.XSHE,2022-12-31,2023-04-14,2022-12-31,0.0477,91209535.37,150183237.99,47839824.44,9.5001,5.568,2.6645,5.2114,31.485,95.2364,5.9969,5.2114,9.0015,12.9259,4.1882,80.1048,25.5168,58.6097,95.6691,8.5018,178.4749,4.5312,,4.5312,,146.3138,,144.7315,,141.8979,
1554,185653,000963.XSHE,2022-12-31,2023-04-14,2022-12-31,1.4283,2409954557.05,3146017282.83,-113090747.95,14.2173,13.7096,8.7049,6.7152,31.903000000000002,91.6584,8.1174,6.7152,16.7965,6.005,0.2075,103.7904,-3.7310000000000003,96.4285,105.9289,6.3155,75.7101,9.1174,,9.1174,,7.2045,,8.2954,,8.5845,
1555,185654,688123.XSHG,2022-12-31,2023-04-14,2022-12-31,2.93,392779577.84,436155973.6,-30089084.92,20.5669,22.8346,18.7377,35.3228,67.0313,55.5139,39.0782,35.3228,5.8145,18.4875,-2.3203,113.7998,-7.8507,111.02600000000001,101.1831,29.3992,66.0864,80.2087,,80.2087,,243.1099,,234.005,,226.8076,
1556,185655,300024.XSHE,2022-12-31,2023-04-14,2022-12-31,0.0288,-613012706.06,-660129500.56,697741630.5,1.0627,-14.5903,0.2498,0.8086,8.6184,118.4613,2.4248,0.8086,2.883,20.4185,2.9895,-774.2847,818.4010000000001,-1372.8936,94.0499,-11.2701,,8.4153,,8.4153,,114.0124,,105.2012,,107.9394,
1557,185656,002951.XSHE,2022-12-31,2023-04-14,2022-12-31,-0.09,-37631582.55,-700759.72,-557006.79,-2.1536,-2.2151,-2.1047,-21.7045,23.7893,100.3796,-20.6347,-21.7045,1.4865,23.8013,-4.0235,,,,118.0141,15.3317,,-52.2935,,-52.2935,,-159.4691,,-172.7775,,-165.6425,
1558,185658,600094.XSHG,2022-12-31,2023-04-15,2022-12-31,0.07,99059108.44,327049843.62,-62636449.77,1.3729,0.7955,0.5148,2.6077,17.7244,95.5572,4.3879,2.6077,4.952,3.7983,2.0077,98.1672,-18.8009,57.9434,109.5097,11.7387,264.2204,-3.9135,,-3.9135,,205.597,,158.3478,,141.46,
1559,185659,600571.XSHG,2022-12-31,2023-04-15,2022-12-31,-0.33,-186495864.21,-200425944.02,26076241.6,-13.0075,-16.2136,-8.1225,-10.0252,32.3898,113.0316,-10.4276,-10.0252,3.5462,41.2467,-0.0141,,,,108.8219,-7.6889,,0.068,,0.068,,-211.7208,,-145.9761,,-151.4418,
1560,185660,300996.XSHE,2022-12-31,2023-04-15,2022-12-31,1.1216,147318806.51,151007252.92,4507045.73,15.8006,14.6931,12.353,22.1162,47.8146,78.2498,23.427,22.1162,2.5669999999999997,23.3395,-0.4223,92.834,2.7708,92.9911,89.3776,7.0508,32.4173,19.3062,,19.3062,,9.6914,,12.5791,,14.322000000000001,
1561,185661,002112.XSHE,2022-12-31,2023-04-15,2022-12-31,0.16,38394403.32,53974362.33,-1631414.05,9.8166,8.8304,2.9974,3.2658,17.5143,95.8702,3.2999,3.2658,4.9873,6.2471,1.8095,125.8608,-3.8042,89.954,87.7381,-4.5065,-109.1224,26.4403,,26.4403,,119.4217,,129.9133,,129.9133,
1562,185662,003035.XSHE,2022-12-31,2023-04-15,2022-12-31,0.15,518971277.32,627720252.56,102821801.95,8.9163,8.3608,4.2005,21.0236,37.4117,78.2653,23.5037,21.0236,1.3716,6.0526,7.9862,92.2626,15.1128,93.7701,94.5125,42.1336,193.8544,10.2944,,10.2944,,10.7845,,15.8377,,15.5582,
1563,185663,000533.XSHE,2022-12-31,2023-04-15,2022-12-31,0.0456,8368991.08,72939134.38,-54668.72,4.5154,1.1997,2.0926,2.9059,20.826999999999998,95.8879,2.1695,2.9059,4.5248,10.5079,1.0474,106.9941,-0.0802,26.5695,75.2405,5.1908,126.2318,21.5963,,21.5963,,38.3293,,353.3973,,346.858,
1564,185664,002323.XSHE,2022-12-31,2023-04-15,2022-12-31,0.01,35138080.62,76006175.67,-625833.54,4.8555,5.3947,2.9155,4.5073,26.8437,89.1461,6.0145,4.5073,3.5265,12.470999999999998,-0.0903,197.3789,-1.6252,111.10600000000001,22.3751,-48.5822,-447.6028,459.2165,,459.2165,,104.2732,,103.2052,,103.2119,
1565,185665,300229.XSHE,2022-12-31,2023-04-15,2022-12-31,0.1787,80203171.15,108379923.05,10448155.83,4.8643,3.0551,3.2446,13.6069,63.7134,88.0543,15.397,13.6069,15.4938,31.0871,3.9029,77.7181,7.4923,62.806999999999995,106.9652,20.2247,169.3046,-11.8054,,-11.8054,,-49.0813,,-50.2402,,-48.0364,
1566,185666,600203.XSHG,2022-12-31,2023-04-15,2022-12-31,-0.5277,-348238215.99,-237232966.01,115641372.98,-11.9003,-13.243,-3.0062,-1.9279,2.9548,101.4334,-1.5556,-1.9279,0.6888,3.2056,0.3492,,,,102.9064,-2.6889,,-11.1801,,-11.1801,,20.2762,,-3.0207,,-33.8439,
1567,185667,000422.XSHE,2022-12-31,2023-04-15,2022-12-31,2.4106,1744768402.93,2297540829.09,604938897.41,61.1055,49.2587,13.468,13.1779,19.0908,88.9075,14.2545,13.1779,0.4877,5.7605,1.2064,77.3823,20.3746,80.6126,55.2318,18.6417,168.0567,11.6936,,11.6936,,28.4394,,31.2726,,37.9445,
1568,185668,300107.XSHE,2022-12-31,2023-04-15,2022-12-31,0.1111,52741320.76,59398074.57,3828477.64,4.2211,3.6332,3.7617,8.2528,15.7848,91.9999,8.7179,8.2528,0.4337,9.219,-2.555,92.4893,5.9614,86.0738,70.1233,22.0025,275.0272,18.1988,,18.1988,,460.2434,,349.1181,,349.1181,
1569,185669,600295.XSHG,2022-12-31,2023-04-15,2022-12-31,2.37,4632535400.0,6513199223.95,1913578950.15,24.278000000000002,23.7653,13.683,18.3439,29.3625,82.1034,22.0612,18.3439,3.425,4.1931,0.7398,81.8305,24.0418,97.8882,72.8521,20.1223,112.4362,-0.21899999999999997,,-0.21899999999999997,,-16.4842,,-18.4889,,-22.3015,
1570,185670,600330.XSHG,2022-12-31,2023-04-15,2022-12-31,0.66,367070089.54,446340982.7,344840927.18,10.4321,5.7203,7.0431,14.9534,25.4298,90.0983,17.0161,14.9534,1.6478,12.8219,0.4862,61.0045,47.1318,54.8336,77.2523,16.7505,169.1682,10.3505,,10.3505,,68.4625,,60.0418,,61.3033,
1571,185671,300563.XSHE,2022-12-31,2023-04-15,2022-12-31,0.24,38265330.85,43145390.37,145171.53,4.5404,4.0217,3.3353,5.6224,13.9,94.3847,5.9883,5.6224,1.4361,6.2492,0.0629,93.6429,0.3151,88.5772,103.7174,6.4648,115.1291,-8.4913,,-8.4913,,-41.8342,,-38.0154,,-38.0151,
1572,185672,000929.XSHE,2022-12-31,2023-04-15,2022-12-31,-0.1574,-15893192.91,-30940892.82,-18997524.8,-4.4589,-2.4232,-3.3655,-16.0205,15.7567,111.6103,-17.9478,-16.0205,15.3687,12.4059,-9.3176,,,,120.1393,10.6625,,-13.628,,-13.628,,-247.6986,,-279.8617,,-252.9995,
1573,185673,603529.XSHG,2022-12-31,2023-04-15,2022-12-31,3.31,1797357709.42,2154567754.4,-15807987.74,32.0354,30.7346,11.7518,9.0017,16.3623,89.6426,10.7375,9.0017,2.8233,4.5162,-1.8397,96.7481,-0.7098,95.9392,112.3941,24.2833,234.4532,35.0906,,35.0906,,202.2944,,180.4378,,182.1444,
1574,185674,688475.XSHG,2022-12-31,2023-04-15,2022-12-31,0.74,295637148.57,284377113.68,,10.6272,9.4327,6.1041,7.7345,36.4168,93.3963,7.6848,7.7345,12.5991,17.4204,-0.6783,85.7982,,88.7606,114.7499,17.0809,258.6559,1.6135,,1.6135,,-31.9222,,-26.1009,,-26.1009,
1575,185675,600795.XSHG,2022-12-31,2023-04-15,2022-12-31,0.154,2465147437.63,13681002431.53,1400464266.89,6.2174,5.4261,1.6938,3.5636,13.4841,92.8996,6.3814,3.5636,0.0159,1.2222,3.9191,133.4622,13.6619,87.2723,113.5781,20.4731,288.3396,14.3954,,14.3954,,959.7295,,310.3067,,262.9591,
1576,185676,603220.XSHG,2022-12-31,2023-04-15,2022-12-31,0.32,101497327.66,141906533.83,4740398.02,6.2266,5.8091,2.5339,4.2015,16.9573,94.6311,4.618,4.2015,2.3759,8.0214,0.7829999999999999,118.8501,3.9702,93.2958,101.2576,1.9269999999999998,35.8927,0.063,,0.063,,-45.6326,,-44.8952,,-40.111,
1577,185677,688230.XSHG,2022-12-31,2023-04-15,2022-12-31,1.42,65411512.66,71877721.47,53238493.75,5.6094,3.0719,5.4779,35.5339,34.830999999999996,78.6172,38.5836,35.5339,2.1867,14.8848,-3.9565,55.396,41.0308,54.7623,113.0465,19.102,89.3336,-29.3287,,-29.3287,,3.7888,,4.296,,4.296,
1578,185678,002336.XSHE,2022-12-31,2023-04-15,2022-12-31,-1.1527,-539987925.69,-546805819.15,13328938.77,-139.2436,-148.2515,-9.4759,-12.7734,25.3975,113.7716,-12.9769,-12.7734,28.3505,7.2056,3.2739,,,,120.0584,3.8721,,-22.0782,,-22.0782,,30.1656,,40.8396,,40.839,
1579,185679,605009.XSHG,2022-12-31,2023-04-15,2022-12-31,2.69,386010175.34,418368477.54,19250359.82,14.0784,12.8509,10.4188,15.0906,23.1516,85.0704,16.2779,15.0906,3.4729,5.6833,-1.4726,91.6728,4.2181,91.2811,104.6763,21.1416,141.6086,13.819,,13.819,,13.5678,,16.6027,,16.6027,
1580,185680,002783.XSHE,2022-12-31,2023-04-15,2022-12-31,0.35,58825462.46,183717907.26,229761.55,9.7968,4.3209,2.1821,4.572,23.9129,94.60600000000001,5.3260000000000005,4.572,2.269,11.1401,4.1954,97.2636,0.1216,44.1051,86.4351,7.7136,143.0019,23.436999999999998,,23.436999999999998,,137.8996,,133.0254,,133.7926,
1581,185681,601086.XSHG,2022-12-31,2023-04-15,2022-12-31,0.18,35982780.2,52457226.79,99867652.72,7.6526,2.3318,4.7807,15.6592,43.2155,93.0439,20.4165,15.6592,21.7088,9.9832,1.0702,34.0042,64.7369,30.471,278.4261,17.4449,250.78400000000002,-22.0985,,-22.0985,,20.4453,,36.5092,,36.5092,
1582,185682,301110.XSHE,2022-12-31,2023-04-15,2022-12-31,1.0438,53264849.03,62565385.66,12600114.06,7.1157,5.8099,6.2333,8.1047,40.6515,92.61,9.5777,8.1047,14.4437,19.3125,-0.772,76.9692,15.5009,81.6493,111.1659,12.0396,162.9178,-3.7405,,-3.7405,,-53.7252,,-54.553000000000004,,-55.8383,
1583,185683,300263.XSHE,2022-12-31,2023-04-15,2022-12-31,0.07,60837227.38,114924193.61,16970966.82,2.0727,1.9609999999999999,1.3067,3.5141,24.0099,95.0057,4.6192,3.5141,4.5296,11.6642,2.131,107.8671,15.9288,94.6109,96.6769,2.4684,49.4241,4.1659,,4.1659,,-68.5649,,-73.6763,,-77.8949,
1584,185684,300001.XSHE,2022-12-31,2023-04-15,2022-12-31,0.26,149623456.28,467571470.72,89108750.29,4.4218,2.4306,1.1788,2.1389,22.133000000000003,95.9795,2.3565,2.1389,5.7139999999999995,9.7844,2.05,177.1818,33.7669,54.9681,104.3722,10.4525,259.9798,23.1813,,23.1813,,52.6477,,40.0688,,45.4264,
1585,185685,688551.XSHG,2022-12-31,2023-04-15,2022-12-31,0.78,44720077.52,37005869.17,8697880.03,6.2319,4.4788,4.8529,16.2194,49.8233,90.1355,16.6949,16.2194,11.5893,30.8884,-3.5142,59.0755,13.8851,71.8688,91.8663,-2.5678,-26.0311,51.5587,,51.5587,,14.82,,7.2053,,9.3268,
1586,185686,300945.XSHE,2022-12-31,2023-04-15,2022-12-31,0.27,51064982.98,62409072.82,315294.26,6.9239,6.4959,6.2187,3.3233,16.5856,96.1246,4.1194,3.3233,7.7805,3.8761,0.0732,94.5454,0.4776,93.8189,109.9907,2.1448,55.3435,28.5687,,28.5687,,-19.2722,,-23.8587,,-22.5623,
1587,185687,688798.XSHG,2022-12-31,2023-04-15,2022-12-31,-0.32,-107135252.55,-64461130.07,41586047.22,-1.47,-2.9501,-1.1629,-2.5548,38.0819,103.085,-3.9604,-2.5548,5.2569,36.1592,-0.6438,,,,113.7927,-18.5201,,-10.2054,,-10.2054,,-128.6686,,-118.5133,,-118.5133,
1588,185688,605507.XSHG,2022-12-31,2023-04-15,2022-12-31,1.65,906710272.68,1056155485.31,24094879.95,13.6417,13.4314,11.1211,16.0922,27.5487,81.5387,18.404,16.0922,1.1214,8.5764,-1.1888,101.98100000000001,2.3266,98.4587,49.4308,17.7774,96.2958,26.9807,,26.9807,,30.1819,,30.3573,,30.4341,
1589,185689,300415.XSHE,2022-12-31,2023-04-15,2022-12-31,0.86,369083651.91,363322552.48,39787690.37,17.8191,16.2206,8.4983,11.4637,31.1233,90.1268,12.6991,11.4637,10.091000000000001,10.097999999999999,0.2201,76.982,8.4303,91.029,99.0805,9.4523,95.7375,4.1616,,4.1616,,-22.6436,,-19.7761,,-21.427,
