,id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual
2392,186531,600737.XSHG,2022-12-31,2023-04-22,2022-12-31,0.3477,624055207.34,1231205752.56,106158820.74,7.2111,6.0513,4.0499,2.9625,9.167,95.3432,3.7436,2.9625,1.1927,2.6319,0.2654,123.7437,10.6696,83.9173,114.6803,-0.2693,-5.7834,5.0804,,5.0804,,27.1107,,46.2125,,43.1415,
2393,186532,002686.XSHE,2022-12-31,2023-04-22,2022-12-31,0.0676,30044460.56,53550467.51,-1674324.04,2.4177,1.8981,1.4926,2.3091,21.17,97.1936,1.9943,2.3091,4.0875,12.8554,0.8154,129.6696,-4.0543,78.509,69.7896,5.356,190.8511,0.0903,,0.0903,,-8.8229,,45.0796,,-11.2022,
2394,186533,603377.XSHG,2022-12-31,2023-04-22,2022-12-31,-0.07,-52748384.51,-5886260.07,1523654.02,-2.0168,-2.4635,-1.1496,-5.6505,42.2414,100.5885,-2.0848,-5.6505,5.5255,27.7317,8.3811,,,,101.8384,15.597000000000001,,-16.5514,,-16.5514,,-110.3727,,-137.9703,,-128.3484,
2395,186534,002319.XSHE,2022-12-31,2023-04-22,2022-12-31,-0.16,-31539192.31,-22967838.3,-97014.01,-34.9741,-35.0965,-4.8728,-7.7899,20.0048,105.6927,-7.0908,-7.7899,2.0417,18.3629,4.0424,,,,69.85,4.5356,,4.0538,,4.0538,,9.8983,,15.3924,,15.3924,
2396,186535,300757.XSHE,2022-12-31,2023-04-22,2022-12-31,0.24,20017197.32,32517407.96,2241819.73,3.0449,2.3312,1.2229,2.8352,22.1673,96.3997,2.9157,2.8352,5.2151,10.6908,2.0293,116.0732,8.0023,76.5611,93.8416,29.779,827.1363,-16.8289,,-16.8289,,148.0254,,154.5394,,155.7765,
2397,186536,601360.XSHG,2022-12-31,2023-04-22,2022-12-31,-0.31,-1864420000.0,-56274000.0,-1345811000.0,-6.6034,-5.5871,-5.5397,-23.4648,58.8031,100.5911,-20.0153,-23.4648,22.2145,42.3711,-6.0176,,,,114.0339,5.8538,,-12.5392,,-12.5392,,-264.5549,,-365.8393,,-344.231,
2398,186537,300381.XSHE,2022-12-31,2023-04-22,2022-12-31,0.0372,-90244027.56,-51881132.41,156821996.52,0.6631,-3.2824,0.9807,3.196,31.6783,104.4192,8.9792,3.196,14.4999,22.1099,-1.9058,-49.378,149.2558,-494.9759,98.7261,21.2753,,-37.9542,,-37.9542,,226.7995,,143.9225,,115.3326,
2399,186538,300628.XSHE,2022-12-31,2023-04-22,2022-12-31,2.4185,2055397645.8,2240451021.24,112523265.87,30.6217,28.9024,27.7193,45.2684,63.0113,53.4263,49.4135,45.2684,5.313,12.6229,-2.5674,94.3115,4.7367,94.3856,98.0565,44.1286,94.7501,30.5711,,30.5711,,34.2851,,34.7495,,34.7495,
2400,186539,300383.XSHE,2022-12-31,2023-04-22,2022-12-31,-0.49,-906901112.33,302945652.8,35942110.35,-7.0028,-7.2176,-5.207000000000001,-14.025,15.3857,95.7872,-14.3307,-14.025,0.4518,7.0691,3.0086,,,,103.2867,20.4172,484.6434,-6.6086,,-6.6086,,-208.1015,,-223.7386,,-205.2171,
2401,186540,300164.XSHE,2022-12-31,2023-04-22,2022-12-31,0.04,2861181.93,12917779.97,8881551.3,2.1878,0.281,1.287,2.8448,33.5748,98.3198,3.2744,2.8448,11.9849,18.971,0.6254,53.5569,36.8228,12.8423,89.573,10.0931,600.7125,2.8671,,2.8671,,104.1278,,45.5893,,52.7547,
2402,186541,605358.XSHG,2022-12-31,2023-04-22,2022-12-31,1.02,556539700.0,692206005.04,24019737.07,8.7355,7.0685,4.3034,22.9643,40.903,76.2473,24.5848,22.9643,0.5745,12.7811,3.2575,97.0078,3.3662,80.9171,79.4766,40.9902,172.5704,14.6916,,14.6916,,4.7537,,7.5527,,14.5737,
2403,186542,300738.XSHE,2022-12-31,2023-04-22,2022-12-31,0.2407,108774948.22,130493067.59,16299995.84,10.0428,6.5937,2.6569,15.0096,28.1913,88.1093,12.7614,15.0096,1.6076,7.2901,7.2387,94.4223,11.7944,65.6561,106.0813,29.9819,252.1446,-8.9229,,-8.9229,,-12.722000000000001,,14.8399,,14.5781,
2404,186543,002132.XSHE,2022-12-31,2023-04-22,2022-12-31,0.14,141768404.83,174789016.85,-1254625.14,5.1753,3.9139999999999997,2.4826,4.2915,13.9778,96.0432,4.1785,4.2915,1.6011,6.707999999999999,1.2888,82.9943,-0.5957,75.6279,75.5731,-2.6292,-66.447,30.0663,,30.0663,,23.7582,,34.3266,,33.5005,
2405,186544,600730.XSHG,2022-12-31,2023-04-22,2022-12-31,-0.147,-116190031.97,-28251902.31,35727020.62,-4.7776,-6.4166,-4.0293,-71.1609,67.8804,122.9573,-63.5059,-71.1609,26.5717,63.9869,-1.7126,,,,102.1926,-35.1158,,18.0628,,18.0628,,-858.7069,,-686.9655,,-718.8391,
2406,186545,300833.XSHE,2022-12-31,2023-04-22,2022-12-31,4.2237,341844312.14,424584867.17,13509314.84,17.8087,17.0923,15.923,29.4611,50.181999999999995,65.2748,35.3702,29.4611,6.8259,12.5814,-4.6576,98.7683,3.1426,95.9775,105.1766,29.1473,83.93700000000001,97.8033,,97.8033,,166.9119,,160.1159,,161.9687,
2407,186546,601965.XSHG,2022-12-31,2023-04-22,2022-12-31,0.71,651178563.96,796948150.75,817120.74,12.0651,11.4004,9.5694,22.1377,44.0624,75.7811,25.1628,22.1377,3.2211,15.8857,-0.542,96.7563,0.0992,94.491,88.8837,24.3006,100.3371,-14.1973,,-14.1973,,-1.4462,,-0.1278,,-0.365,
2408,186547,002441.XSHE,2022-12-31,2023-04-22,2022-12-31,0.54,290312241.99,444688539.74,-3888980.51,6.666,6.5525,4.2243,2.4135,9.6153,96.3334,3.3475,2.4135,4.0551,1.9637,-0.3669,109.1726,-0.9548,98.2977,81.5794,3.2304,88.1048,-3.4257,,-3.4257,,-30.2733,,-30.9342,,-28.9338,
2409,186548,002443.XSHE,2022-12-31,2023-04-22,2022-12-31,0.45,213654035.45,291238162.19,-2056185.7,7.6336,6.9284,5.7557,4.3355,10.859000000000002,95.21700000000001,4.8567,4.3355,0.5616,5.1003,0.1376,98.6327,-0.6964,90.7612,107.6078,4.0169,83.98299999999999,-13.5509,,-13.5509,,-37.0383,,-36.0579,,-38.9441,
2410,186550,301128.XSHE,2022-12-31,2023-04-22,2022-12-31,0.521,22076745.97,27489699.36,10185624.18,4.6908,2.6899,4.0562,8.4292,31.4209,93.9798,8.435,8.4292,6.2816,18.7461,-0.262,75.2538,27.8834,57.3449,114.4985,12.2424,203.3539,8.0833,,8.0833,,-34.2895,,-30.2353,,-30.2194,
2411,186551,688687.XSHG,2022-12-31,2023-04-22,2022-12-31,0.49,54570001.9,50500422.05,10958291.83,4.9734,3.2539,3.6735,6.9472,86.6043,95.6464,9.1797,6.9472,61.722,21.6719,-1.8629,51.6977,11.2181,65.4255,100.1411,11.5562,265.4403,1.3647,,1.3647,,-18.4661,,-17.9975,,-22.2592,
2412,186552,601136.XSHG,2022-12-31,2023-04-22,2022-12-31,0.23,541675756.26,181804062.14,478628116.63,5.0754,4.9669,1.5305,34.8593,,,42.4996,34.8593,,56.5032,,27.379,72.0796,97.8623,,46.2282,403.7519,-24.8705,,-24.8705,,-38.1343,,-35.535,,-35.5336,
2413,186553,002093.XSHE,2022-12-31,2023-04-22,2022-12-31,0.0711,76483340.74,71535547.27,8569540.97,2.0327,2.1717,1.7414,14.4232,52.0636,86.0975,14.6208,14.4232,3.1085,32.6033,0.8327,99.9255,11.9705,106.8407,99.9322,27.4399,197.3735,7.0921,,7.0921,,-31.0346,,-25.7007,,-26.8117,
2414,186554,300730.XSHE,2022-12-31,2023-04-22,2022-12-31,0.1,17218079.92,28319140.43,-1958994.09,4.8314,3.3568,2.7328,4.4247,30.1678,94.7316,4.4674,4.4247,8.642999999999999,15.9137,-0.366,116.8955,-8.0863,69.4796,75.7997,-17.3459,-329.2471,8.2038,,8.2038,,-36.8851,,-38.0193,,-35.7193,
2415,186555,600769.XSHG,2022-12-31,2023-04-22,2022-12-31,0.0284,7100803.25,11557543.42,1194100.61,14.6799,9.7728,5.0065,20.8453,33.0341,77.4129,28.0301,20.8453,,11.290999999999999,-1.1486,78.14399999999999,8.0737,66.5724,83.8623,82.0009,363.0429,-3.432,,-3.432,,66.7909,,54.105,,54.105,
2416,186556,002214.XSHE,2022-12-31,2023-04-22,2022-12-31,-0.25,-166789493.49,-175216527.88,-2577048.3,-6.2366,-6.898,-5.6562,-39.7583,45.5066,143.7185,-51.2362,-39.7583,16.1878,74.6139,-3.247,,,,99.6215,-43.2742,,-50.2398,,-50.2398,,-215.8657,,-195.3759,,-188.101,
2417,186557,002444.XSHE,2022-12-31,2023-04-22,2022-12-31,1.24,1454643772.32,1569159296.84,126347112.33,11.8312,12.1236,8.0511,11.4562,26.5124,87.5564,13.3786,11.4562,6.0049,8.5677,-0.8791,94.1153,7.5781,102.4715,102.3824,12.9406,103.9943,15.4813,,15.4813,,22.4726,,11.3564,,11.776,
2418,186558,600076.XSHG,2022-12-31,2023-04-22,2022-12-31,-0.14,-203232375.98,-112891599.33,4719874.83,-4.0839,-4.2884,-2.5895,-43.8761,10.9154,125.274,-43.2043,-43.8761,2.0206,15.7306,17.6189,,,,139.8528,7.6523,,-65.2724,,-65.2724,,-803.2339,,-811.5795,,-735.5101,
2419,186559,300423.XSHE,2022-12-31,2023-04-22,2022-12-31,-1.97,-1007692536.1,95955838.83,23631042.77,-26.6341,-27.3455,-14.519,-45.7294,19.4361,95.5297,-45.3,-45.7294,3.9796,8.9312,1.2068,,,,133.063,8.01,179.18400000000003,-20.7872,,-20.7872,,-523.1304,,-569.9089,,-569.8516,
2420,186561,000825.XSHE,2022-12-31,2023-04-22,2022-12-31,0.026000000000000002,87301512.24,722578334.35,183532911.37,0.4393,0.2498,0.2067,0.1486,3.0441,99.2601,0.2321,0.1486,0.2209,1.5097,0.201,345.2741,87.6987,56.8573,112.0054,5.2339,707.3507,-3.7294,,-3.7294,,-96.7147,,-97.6773,,-97.5666,
2421,186562,300642.XSHE,2022-12-31,2023-04-22,2022-12-31,0.767,101295229.24,102714598.8,36254293.58,8.7055,7.0682,7.8233,17.284000000000002,57.0409,85.6538,18.3574,17.284000000000002,27.1769,16.2795,-1.5693,78.6097,27.7462,81.1926,99.4336,23.0064,160.3662,9.3772,,9.3772,,-27.1992,,-23.1653,,-22.5496,
2422,186563,603610.XSHG,2022-12-31,2023-04-22,2022-12-31,0.07,139728236.95,154359086.48,-147086289.94,0.8178,4.4591,0.5052,0.8711,31.6103,94.2043,1.5507,0.8711,14.7895,14.9974,-4.5224,398.4606,-379.6867,545.2588,114.5958,21.5776,372.3027,-10.2295,,-10.2295,,-89.962,,-93.4505,,-92.8242,
2423,186564,688136.XSHG,2022-12-31,2023-04-22,2022-12-31,-0.45,-96602344.43,-139799603.97,-3173662.46,-4.8558,-5.195,-3.1005,-7.0542,75.3651,110.6241,-10.5299,-7.0542,62.9037,21.2149,1.1342,,,,97.6253,-6.527,,2.3891,,2.3891,,-241.3858,,-196.2265,,-193.6052,
2424,186565,300147.XSHE,2022-12-31,2023-04-22,2022-12-31,-0.81,-553108713.97,-391451374.22,47317409.84,-19.9286,-20.6743,-4.8995,-23.2238,24.8055,117.8984,-21.3525,-23.2238,15.2323,16.7047,9.7166,,,,103.1866,10.3964,,-26.3756,,-26.3756,,20.6747,,22.89,,22.5588,
2425,186566,688381.XSHG,2022-12-31,2023-04-22,2022-12-31,0.83,142011796.59,150067991.46,18327721.14,9.5378,7.7996,9.2411,34.6215,55.0204,70.0818,34.6863,34.6215,4.1903,22.0537,-1.9991,86.2942,10.5391,81.7762,106.7607,30.6801,102.5463,-1.1931,,-1.1931,,-5.9367,,5.2256,,5.2256,
2426,186567,002883.XSHE,2022-12-31,2023-04-22,2022-12-31,0.33,45797391.97,98017239.67,2702384.62,8.3223,7.3722,5.2975,8.7274,33.8702,86.8694,9.3114,8.7274,1.6883,18.2375,0.2727,138.8021,3.8268,88.5841,88.9057,-0.249,-1.8962,23.1115,,23.1115,,-10.2071,,-7.9565,,-14.5102,
2427,186568,002988.XSHE,2022-12-31,2023-04-22,2022-12-31,-0.4787,-93958030.57,-26562857.1,-1481591.14,-5.0433,-4.2529,-2.1737,-2.0699,10.2118,100.4908,-1.6488,-2.0699,2.6872,5.5727,2.0447,,,,98.5388,-2.1776,,-3.3384,,-3.3384,,-164.4886,,-181.3412,,-180.0721,
2428,186569,000547.XSHE,2022-12-31,2023-04-22,2022-12-31,0.02,4039898.09,46984319.69,9904726.22,0.3865,0.045,0.4213,1.7442,27.3126,98.6406,1.4176,1.7442,4.0399,22.1809,-0.723,127.7355,26.9278,11.6492,103.3782,-14.9758,-1101.6332,-16.5947,,-16.5947,,-92.7325,,-90.7763,,-94.6167,
2429,186570,300213.XSHE,2022-12-31,2023-04-22,2022-12-31,0.11,55879316.37,97087988.36,4517668.47,2.8266,2.5346,2.0116,5.3294,40.1404,91.5203,4.8201,5.3294,10.5518,19.6966,0.6001,170.6833,7.9422,89.6676,98.1288,11.3846,134.25799999999998,10.8771,,10.8771,,-56.2863,,-48.39,,-47.1671,
2430,186571,601801.XSHG,2022-12-31,2023-04-22,2022-12-31,0.36,687386818.44,1054974037.9,-18664523.99,6.399,6.2144,4.2525,6.2623,19.5494,90.9728,6.7424,6.2623,7.3613,4.6474,-1.7953,140.5003,-2.4857,97.1141,102.51,14.7607,163.5127,15.5742,,15.5742,,11.6379,,10.7176,,10.6457,
2431,186572,600771.XSHG,2022-12-31,2023-04-22,2022-12-31,-0.81,-407932994.82,-367798258.8,-918450.17,-20.9793,-21.4639,-14.3539,-42.0084,65.3311,136.976,-43.0528,-42.0084,85.8181,11.8907,2.5326,,,,126.2803,25.4778,,16.4444,,16.4444,,-15.5537,,-25.6975,,-26.0809,
2432,186573,300979.XSHE,2022-12-31,2023-04-22,2022-12-31,2.77,3165171045.07,4239808376.05,92318058.48,26.7639,26.2428,19.3936,15.6934,25.8587,79.3877,19.956,15.6934,0.3762,5.1674,-0.314,103.6621,2.2571,98.0529,98.5841,17.0321,82.6304,17.7434,,17.7434,,10.8862,,16.6252,,16.6252,
2433,186574,600883.XSHG,2022-12-31,2023-04-22,2022-12-31,0.3412,88180586.81,-20563703.48,97271425.58,10.3466,11.3252,9.7579,685.6557,-12.882,275.0175,667.8475,685.6557,14.6983,157.1305,-13.3213,-25.5255,120.7419,109.4579,108.4738,-110.5057,,-68.1988,,-68.1988,,41.825,,47.8106,,47.8106,
2434,186575,600276.XSHG,2022-12-31,2023-04-22,2022-12-31,0.61,3409557967.43,3528186380.92,463867139.99,10.7277,9.3635,9.3482,17.932000000000002,83.6118,83.4165,19.3274,17.932000000000002,34.5372,33.8093,-2.2132,88.905,11.6888,87.2835,87.2724,5.9471,35.8616,-17.8736,,-17.8736,,-11.8516,,-14.9186,,-13.7723,
2435,186576,605499.XSHG,2022-12-31,2023-04-22,2022-12-31,3.6012,1351998554.6,1717693859.23,82806289.6,30.9709,29.0677,14.6542,16.9366,42.3253,79.8046,21.8011,16.9366,17.0395,3.5187,0.4825,93.5558,4.5101,93.8549,119.2289,23.8214,117.955,21.8917,,21.8917,,21.3083,,20.7518,,20.7518,
2436,186577,600498.XSHG,2022-12-31,2023-04-22,2022-12-31,0.34,353198125.46,230214047.48,387161601.54,3.4006,2.9599,1.0997,1.3236,21.9652,99.2554,1.7509,1.3236,5.3236,14.3296,1.2373,42.6009,71.6438,87.0389,108.5906,0.1521,20.4305,17.3774,,17.3774,,9.4469,,14.7412,,40.599000000000004,
2437,186578,600261.XSHG,2022-12-31,2023-04-22,2022-12-31,0.13,143386026.2,201762239.26,-1502452.7,5.0679,3.952,3.0263,4.7525,28.3403,94.5925,5.6255,4.7525,12.3091,12.0782,-2.2496,94.8354,-0.7062,77.9807,109.2251,9.0178,166.7646,-12.4983,,-12.4983,,-36.6402,,-43.6212,,-41.7835,
2438,186579,002445.XSHE,2022-12-31,2023-04-22,2022-12-31,0.01,63853506.66,42738132.86,-35118495.18,1.4485,3.3363,1.0404,4.2268,18.2912,93.4861,3.2924,4.2268,3.6768,7.35,-0.7716,154.1123,-126.6361,230.3236,66.817,7.1914,110.4006,36.2476,,36.2476,,-91.5569,,-86.66,,-86.6197,
2439,186580,002222.XSHE,2022-12-31,2023-04-22,2022-12-31,0.5296,214931914.61,266215107.99,12110643.64,17.403,16.5222,16.0974,31.0298,57.8018,65.3535,35.1561,31.0298,1.5925,22.6002,-2.07,100.0097,4.5496,94.9386,107.1011,40.4629,116.7878,11.5689,,11.5689,,23.2642,,20.8784,,18.3026,
2440,186581,300413.XSHE,2022-12-31,2023-04-22,2022-12-31,0.98,1587332987.64,1639807677.87,132976709.08,10.1902,8.8635,6.4037,12.8876,33.8382,88.0344,12.5876,12.8876,15.9066,6.2657,-0.9593,92.8392,7.5286,86.9807,93.5417,4.0253,33.641,-10.755,,-10.755,,-19.2367,,-16.4727,,-13.677999999999999,
2441,186582,603533.XSHG,2022-12-31,2023-04-22,2022-12-31,0.13,45717161.02,33635465.73,20263171.74,2.2516,1.7878,1.6836,2.2348,73.1035,98.6975,2.7110000000000003,2.2348,58.7803,14.4068,-2.2365,47.9486,28.8859,79.4016,102.9692,5.5027,422.4822,24.7072,,24.7072,,-60.9032,,-62.1164,,-61.7693,
2442,186583,600159.XSHG,2022-12-31,2023-04-22,2022-12-31,-0.21,-189433355.64,-49076623.1,,-7.2914,-8.012,-4.5721,-22.2204,15.578,105.6556,-20.4582,-22.2204,1.8582,6.742000000000001,-1.2474,,,,112.3057,7.8833,,-48.9987,,-48.9987,,-166.5207,,-205.0943,,-270.1866,
2443,186584,000821.XSHE,2022-12-31,2023-04-22,2022-12-31,0.49,283305143.87,386694395.42,3640459.53,9.6708,9.0741,3.6851,6.7392,21.4697,92.0559,7.6816,6.7392,3.3107,10.3741,-0.6076,102.7144,0.9670000000000001,93.8296,88.8326,5.1316,64.5964,19.1413,,19.1413,,145.0713,,176.1847,,107.0428,
2444,186585,300530.XSHE,2022-12-31,2023-04-22,2022-12-31,-1.5,-280385635.92,-217878508.47,4791347.23,-160.6898,-190.3929,-14.1458,-50.3701,-5.2866,145.471,-50.378,-50.3701,2.4768,31.4949,5.7213,,,,42.301,-66.1694,,228.15400000000002,,228.15400000000002,,-110.2703,,-91.7094,,-89.7448,
2445,186586,300609.XSHE,2022-12-31,2023-04-22,2022-12-31,-0.31,-42822721.07,-41065334.09,4093912.87,-3.4984,-3.9767,-2.3392,-8.4319,44.4202,111.3716,-13.2377,-8.4319,15.9355,40.1163,-0.8492,,,,99.9006,-0.3491,,-7.0446,,-7.0446,,-212.4335,,-169.0232,,-205.9905,
2446,186587,300958.XSHE,2022-12-31,2023-04-22,2022-12-31,0.69,81904867.65,136852190.18,25622984.19,8.9957,7.5348,3.6827,7.9567,21.7793,89.2222,7.7121,7.9567,2.318,8.5565,-0.0022,138.6603,25.9615,83.7597,58.0151,-9.4668,-87.836,17.4992,,17.4992,,0.0039,,14.4539,,9.9416,
2447,186588,600010.XSHG,2022-12-31,2023-04-22,2022-12-31,-0.0161,-837904070.21,-207773172.06,-238551639.56,-1.3556,-1.5561,-0.9807,-2.0021,7.7327,100.2879,-1.4058,-2.0021,0.3073,3.0843,2.6821,,,,89.2689,2.8638,,-16.2577,,-16.2577,,-126.8007,,-145.6168,,-125.4655,
2448,186589,300861.XSHE,2022-12-31,2023-04-22,2022-12-31,3.0685,1387907916.69,1703966041.52,56462697.54,32.3451,30.4784,26.2929,40.311,52.998999999999995,53.4212,46.9977,40.311,3.0554,2.8307,-0.32299999999999995,99.1266,3.2847,94.2288,47.2968,13.3309,28.6201,97.9943,,97.9943,,91.1049,,93.2289,,92.9978,
2449,186590,600770.XSHG,2022-12-31,2023-04-22,2022-12-31,-0.2465,-105256602.24,3298449.64,-493430251.64,-9.1347,-3.0004,-7.4151,-113.3584,44.4045,99.1215,-130.1182,-113.3584,4.7739,36.8794,0.628,,,,108.4194,39.59,4506.6886,0.5745,,0.5745,,-496.7841,,-571.7746,,-635.2038,
2450,186591,600345.XSHG,2022-12-31,2023-04-22,2022-12-31,0.94,172355358.76,-32091890.69,208483067.46,8.6334,8.0165,7.7306,80.0596,14.855,113.8417,75.9079,80.0596,5.678999999999999,23.0035,-0.5832,-17.2892,112.3182,92.8548,74.4169,-10.436,,111.0022,,111.0022,,87.0002,,102.96700000000001,,102.96700000000001,
2451,186592,688266.XSHG,2022-12-31,2023-04-22,2022-12-31,-1.91,-494809553.46,-523340084.09,6583773.08,-46.8203,-50.6085,-28.4658,-160.748,91.3462,273.1165,-160.6184,-160.748,75.3164,193.2053,-4.5125,,,,104.5246,-122.5062,,58.8066,,58.8066,,-5.7757,,-5.1859,,-1.5017,
2452,186593,688186.XSHG,2022-12-31,2023-04-22,2022-12-31,0.48,94996697.73,132036548.45,-6152150.39,3.1411,2.8989,1.2578,3.3544,15.932,96.0789,3.8784,3.3544,0.6581,8.847000000000001,1.8965,104.5407,-4.871,92.2894,32.4879,-19.0094,-484.7928,23.0161,,23.0161,,-28.0972,,-33.0171,,-41.5481,
2453,186594,002885.XSHE,2022-12-31,2023-04-22,2022-12-31,0.7941,117811854.41,141065172.18,3049705.25,16.1784,13.3873,6.4192,5.437,14.6573,94.5414,5.7152,5.437,2.1192,6.9889,-0.3646,95.0169,2.0542,82.7482,89.4878,2.8784,52.7322,35.3333,,35.3333,,1096.1636,,693.1659,,614.4303,
2454,186595,603156.XSHG,2022-12-31,2023-04-22,2022-12-31,1.165,1195962844.03,1717532348.31,79434315.43,12.2975,9.9761,9.5269,24.8905,45.1082,71.0015,32.846,24.8905,14.1799,2.2554,-1.3533,88.1563,4.0771,81.1235,106.0984,19.474,67.1551,-14.235999999999999,,-14.235999999999999,,-30.2231,,-30.1594,,-30.1574,
2455,186596,600397.XSHG,2022-12-31,2023-04-22,2022-12-31,-0.0773,-90145817.42,-70812828.11,4819245.25,-12.1502,-14.307,-0.8431,-0.7943,5.2136,100.7942,-0.6279,-0.7943,0.4975,2.219,2.6912,,,,82.0303,2.2639,,-4.982,,-4.982,,-156.2956,,-222.7334,,-238.8208,
2456,186597,002376.XSHE,2022-12-31,2023-04-22,2022-12-31,-0.04,-26391229.58,-84624371.94,100432320.78,-0.7458,-0.7668,-0.0261,-0.0705,27.6741,103.7173,0.1045,-0.0705,9.2365,19.9434,1.2549,-3449.7343,4094.1494,,108.9695,4.0161,,-13.9522,,-13.9522,,-98.6727,,-100.8879,,-117.6024,
2457,186598,301040.XSHE,2022-12-31,2023-04-22,2022-12-31,0.397,29812894.7,33538954.85,1282506.11,3.8873,2.9195,2.3651,3.8106,9.337,96.7804,3.6231,3.8106,0.9549,6.0758,-1.0687,89.0462,3.4051,75.1039,54.5457,-12.8168,-398.0833,-2.5471,,-2.5471,,-55.3835,,-45.1638,,-45.1638,
2458,186599,300131.XSHE,2022-12-31,2023-04-22,2022-12-31,0.05,55894977.14,96537790.07,-627332.55,3.3807,3.2995,1.3574,0.9137,10.0968,98.1323,1.4292,0.9137,3.2553,2.5524,2.2077,132.2997,-0.8597,97.5959,109.1106,3.8692,207.1598,-18.4498,,-18.4498,,-50.9784,,177.9455,,98.70700000000001,
2459,186600,601928.XSHG,2022-12-31,2023-04-22,2022-12-31,0.818,1791446999.09,2064522849.83,258984874.14,12.4686,10.7296,7.22,15.4996,38.4293,84.8151,15.9984,15.4996,12.0595,12.7234,-1.9399,97.0215,12.1709,86.0531,101.6365,18.4383,121.4248,8.6196,,8.6196,,-13.4081,,-15.1044,,-15.2625,
2460,186601,300321.XSHE,2022-12-31,2023-04-22,2022-12-31,0.1282,7645070.42,7468201.8,150835.61,1.8221,1.2234,1.6001,2.452,9.7449,98.3918,2.5047,2.452,0.8594,7.9945,-1.6723,64.2135,1.2969,67.1419,78.2266,-0.4594,-28.5658,-10.7092,,-10.7092,,497.2364,,258.8906,,258.8906,
2461,186602,603982.XSHG,2022-12-31,2023-04-22,2022-12-31,-0.7499,-187129236.05,-206237424.35,-2011100.03,-6.5877,-7.9869,-3.156,-8.8473,9.2932,111.8219,-10.5124,-8.8473,0.4681,18.0139,2.3394,,,,86.7967,-30.2356,,8.0287,,8.0287,,-243.5629,,-226.6449,,-226.6449,
2462,186603,002133.XSHE,2022-12-31,2023-04-22,2022-12-31,0.15,106122040.84,77419944.49,136334012.06,2.8657,2.6904,0.5814,1.9236,6.8732,98.715,2.7885,1.922,1.2476,2.515,0.9516,48.8655,86.0506,93.8837,117.7873,-8.6853,-675.3732,-18.2418,,-18.2447,,-63.5234,,-68.89399999999999,,-65.3542,
2463,186604,300287.XSHE,2022-12-31,2023-04-22,2022-12-31,-0.33,-467401664.29,-150832774.9,6114924.01,-24.7008,-24.6261,-14.5005,-41.1257,15.3387,113.1967,-31.2505,-41.1257,7.1109,21.2122,-0.1782,,,,103.2132,-1.52,,-33.1571,,-33.1571,,-18.0359,,-82.6031,,-85.8687,
2464,186605,600916.XSHG,2022-12-31,2023-04-22,2022-12-31,0.46,694600112.43,1119394253.79,-243662459.21,11.3603,10.3103,6.7731,1.6278,3.8963,97.6246,1.8245,1.6278,0.9541,0.3693,0.0517,118.2621,-25.7425,90.7579,109.3947,2.532,106.5933,-7.1583,,-7.1583,,-9.8488,,-3.8482,,-3.6629,
2465,186606,002078.XSHE,2022-12-31,2023-04-22,2022-12-31,1.04,2771069575.51,3054065962.31,16253557.31,13.4336,13.2533,6.2085,7.0841,15.1672,92.3201,7.6259,7.0841,0.3838,4.56,2.096,99.5479,0.5298,98.6579,113.1049,9.6149,125.1958,23.6566,,23.6566,,-9.9635,,-4.1544,,-4.1181,
2466,186607,002963.XSHE,2022-12-31,2023-04-22,2022-12-31,-1.04,-169458762.57,-106799941.49,16152777.67,-9.8305,-10.6758,-7.0494,-38.3375,18.6247,126.2395,-46.275,-38.3375,12.5953,31.2987,0.4888,,,,109.6767,-40.5123,,-48.343999999999994,,-48.343999999999994,,-1606.2608,,-1274.1362,,-1274.1362,
2467,186608,300126.XSHE,2022-12-31,2023-04-22,2022-12-31,0.01,-6263350.92,-24440456.49,24068605.74,0.3571,-0.5685,0.2863,0.9049,10.6369,105.6223,0.8562,0.9049,6.4824,12.3255,-3.1391,-725.9297,714.885,-159.2028,100.2656,-15.3727,,-30.5504,,-30.5504,,-65.8119,,-61.5331,,-61.5307,
2468,186609,603699.XSHG,2022-12-31,2023-04-22,2022-12-31,0.62,443370883.53,588172701.81,-2825963.26,15.0895,14.3532,7.3662,11.6848,30.5109,85.5102,13.4661,11.6848,8.7662,8.302,-1.8335,107.2233,-0.5152,95.1202,100.7414,13.868,95.7084,2.4604,,2.4604,,25.8175,,24.91,,23.4878,
